,product_name,normal_price,special_price,description
203,['BAILARINA PLANA LAZO'],"19,95 EUR","12,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.CORTE100% poliuretanoFORRO100% poliésterSUELA100% poliuretano termoplásticoPLANTILLA100% poliésterEmpeineForro y plantillaSuelaCueroCuero untadoTextilOtros materialesCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Acciones simples como limpiar los artículos con un paño de algodón seco o un cepillo suave, según las características del producto, pueden ayudarnos a cuidarlos. Siempre que sea posible, intenta usar productos respetuosos con el medioambiente.Guía para el cuidado de la ropaNo lavarNo sumergir en aguaNo usar lejía / blanqueadorCuero/Charol/Antic. Limpiar con trapo de algodón seco.No plancharAnte/Nobuck/Serraje. Limpiar con cepillo suave o esponja dura.No limpieza en secoCuero. Se pueden aplicar ceras incoloras o al tono de la piel.No usar secadoraAnte/Nobuck/Serraje. Pueden protegerse con sprays tratantes o repelentes de polvo (hidrofugante para mopas).ORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en ChinaVer más']"
204,['CHAQUETA ACOLCHADA ZW COLLECTION'],"59,95 EUR","29,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% liocelFORRO100% algodónRELLENO100% poliésterCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para mantener limpias tus chaquetas y abrigos sólo tienes que ventilarlas y pasarles un paño o un cepillo para la ropa. Este proceso es más delicado con los tejidos y además evita el consumo de agua y energía de los procesos de lavado.Guía para el cuidado de la ropaLavar a mano max 30ºCNo usar lejía / blanqueadorPlanchar máximo 110ºCNo limpieza en secoSe puede usar secadora temperatura reducidaORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en ChinaVer más']"
205,['FALDA PANTALÓN CINTURILLA'],"22,95 EUR","12,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR75% poliéster19% viscosa6% elastanoQue contiene al menos:EXTERIOR75% poliéster reciclado certificado RCS6% elastano reciclado certificado RCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónELASTANO RECICLADO CERTIFICADO RCSEste material se fabrica a partir del reciclaje de residuos generados durante el proceso de fabricación de este material. Transformar los residuos en nuevos materiales ayuda a limitar la extracción de materias primas. Cuenta con la certificación Recycled Claim Standard (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 40ºC centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 150 º CLim.Seco tetracloroetilenoNo usar secadoraLavar por separadoORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en TurquíaVer más']"
206,['CAMISA ESTAMPADA ZW COLLECTION'],"29,95 EUR","17,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% algodónQue contiene al menos:EXTERIOR100% algodón de cultivo orgánico certificado OCSMATERIALES CERTIFICADOSALGODÓN DE CULTIVO ORGÁNICO CERTIFICADO OCSEsta fibra se produce sin utilizar fertilizantes ni pesticidas artificiales y se cultiva a partir de semillas que no han sido modificadas genéticamente. Actualmente trabajamos con el Organic Content Standard (OCS) que supervisa el proceso desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en MarruecosVer más']"
207,['FALDA CORTA TABLAS'],"22,95 EUR","12,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR64% poliéster34% viscosa2% elastanoQue contiene al menos:EXTERIOR64% poliéster reciclado certificado RCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCNo limpieza en secoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en TurquíaVer más']"
208,['JEANS TRF CARGO TIRO MEDIO'],"39,95 EUR","39,95 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR82% algodón18% liocelQue contiene al menos:EXTERIOR64% algodón de cultivo orgánico certificado OCSMATERIALES CERTIFICADOSALGODÓN DE CULTIVO ORGÁNICO CERTIFICADO OCSEsta fibra se produce sin utilizar fertilizantes ni pesticidas artificiales y se cultiva a partir de semillas que no han sido modificadas genéticamente. Actualmente trabajamos con el Organic Content Standard (OCS) que supervisa el proceso desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para alargar la vida de tus prendas de denim lávalas siempre a bajas temperaturas y del revés, de esta forma ayudamos a preservar los colores, la estructura del tejido y reducimos el consumo de energía.Guía para el cuidado de la ropaLavar a máquina max. 40ºC centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoSe puede usar secadora temperatura reducidaORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en BangladeshVer más']"
209,['FALDA SATINADA PLISADA ZW COLLECTION'],"39,95 EUR","19,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% poliésterQue contiene al menos:EXTERIOR100% poliéster reciclado certificado RCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Lava tus prendas sólo cuando sea necesario, a veces es suficiente con ventilarlas. Los procesos de lavado desgastan poco a poco los tejidos, reduciéndo los lavados alargamos la vida de nuestras prendas y reducimos el consumo de agua y energía en procesos de cuidado.Guía para el cuidado de la ropaLavar a mano max 30ºCNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en ChinaVer más']"
210,['TOP PUNTO OFF SHOULDER'],"19,95 EUR","9,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR56% viscosa31% poliamida13% linoCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCNo limpieza en secoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en ChinaVer más']"
211,['ZAPATILLAS DEPORTIVAS BAMBA REJILLA'],"25,95 EUR","15,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.CORTE55% algodón45% poliésterFORRO100% algodónSUELA100% cauchoPLANTILLA100% algodónLENGÜETA100% algodónEmpeineForro y plantillaSuelaCueroCuero untadoTextilOtros materialesCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Acciones simples como limpiar los artículos con un paño de algodón seco o un cepillo suave, según las características del producto, pueden ayudarnos a cuidarlos. Siempre que sea posible, intenta usar productos respetuosos con el medioambiente.Guía para el cuidado de la ropaNo lavarNo sumergir en aguaNo usar lejía / blanqueadorCuero/Charol/Antic. Limpiar con trapo de algodón seco.No plancharAnte/Nobuck/Serraje. Limpiar con cepillo suave o esponja dura.No limpieza en secoCuero. Se pueden aplicar ceras incoloras o al tono de la piel.No usar secadoraAnte/Nobuck/Serraje. Pueden protegerse con sprays tratantes o repelentes de polvo (hidrofugante para mopas).ORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en ChinaVer más']"
212,['JERSEY BÁSICO PUNTO LISO'],"25,95 EUR","12,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR51% poliéster46% algodón3% otras fibras<0.5% liocelQue contiene al menos:EXTERIOR51% poliéster reciclado certificado RCS46% algodón reciclado certificado RCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónALGODÓN RECICLADO CERTIFICADO RCSEsta fibra se fabrica a partir de residuos textiles de algodón reciclado. El uso de materiales reciclados ayuda a limitar el consumo de materias primas. Está certificada conforme al Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCNo limpieza en secoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en TurquíaVer más']"
213,['JERSEY PUNTO MIDI RAYAS'],"29,95 EUR","15,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR86% acrílico14% lanaQue contiene al menos:EXTERIOR30% acrílico reciclado certificado RCSMATERIALES CERTIFICADOSACRÍLICO RECICLADO CERTIFICADO RCSEste material se fabrica a partir de residuos acrílicos reciclados procedentes de otros procesos de producción. Transformar los residuos en nuevos materiales ayuda a limitar la extracción de materias primas. Cuenta con la certificación Recycled Claim Standard (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en BangladeshVer más']"
214,['ANORAK CORTO ACOLCHADO WATER AND WIND PROTECTION'],"39,95 EUR","22,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% poliésterFORRO100% poliésterRELLENO100% poliésterQue contiene al menos:RELLENO100% poliéster reciclado certificado RCSFORRO100% poliéster reciclado certificado RCSEXTERIOR50% poliéster reciclado certificado RCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para mantener limpias tus chaquetas y abrigos sólo tienes que ventilarlas y pasarles un paño o un cepillo para la ropa. Este proceso es más delicado con los tejidos y además evita el consumo de agua y energía de los procesos de lavado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCNo limpieza en secoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Esta prenda se ha producido en los siguientes orígenes:Hecho en MyanmarHecho en VietnamHecho en CamboyaVer más']"
215,['BOTÍN TEJIDO CREMALLERA'],"49,95 EUR","25,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.CORTE95% poliéster5% estireno butadieno estirenoFORRO100% poliésterSUELA100% estireno butadieno estirenoPLANTILLA100% poliuretanoLENGÜETA100% poliésterEmpeineForro y plantillaSuelaCueroCuero untadoTextilOtros materialesCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Acciones simples como limpiar los artículos con un paño de algodón seco o un cepillo suave, según las características del producto, pueden ayudarnos a cuidarlos. Siempre que sea posible, intenta usar productos respetuosos con el medioambiente.Guía para el cuidado de la ropaNo lavarNo sumergir en aguaNo usar lejía / blanqueadorCuero/Charol/Antic. Limpiar con trapo de algodón seco.No plancharAnte/Nobuck/Serraje. Limpiar con cepillo suave o esponja dura.No limpieza en secoCuero. Se pueden aplicar ceras incoloras o al tono de la piel.No usar secadoraAnte/Nobuck/Serraje. Pueden protegerse con sprays tratantes o repelentes de polvo (hidrofugante para mopas).ORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en VietnamVer más']"
216,['CAZADORA DENIM TRF CINTURÓN'],"35,95 EUR","19,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% algodónQue contiene al menos:EXTERIOR20% algodón reciclado certificado RCS50% algodón de cultivo orgánico certificado OCSMATERIALES CERTIFICADOSALGODÓN RECICLADO CERTIFICADO RCSEsta fibra se fabrica a partir de residuos textiles de algodón reciclado. El uso de materiales reciclados ayuda a limitar el consumo de materias primas. Está certificada conforme al Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónALGODÓN DE CULTIVO ORGÁNICO CERTIFICADO OCSEsta fibra se produce sin utilizar fertilizantes ni pesticidas artificiales y se cultiva a partir de semillas que no han sido modificadas genéticamente. Actualmente trabajamos con el Organic Content Standard (OCS) que supervisa el proceso desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para alargar la vida de tus prendas de denim lávalas siempre a bajas temperaturas y del revés, de esta forma ayudamos a preservar los colores, la estructura del tejido y reducimos el consumo de energía.Guía para el cuidado de la ropaLavar a máquina max. 40ºC centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoSe puede usar secadora temperatura reducidaORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en BangladeshVer más']"
217,['JERSEY FINO PUNTO LISO HILO METALIZADO'],"19,95 EUR","12,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR88% viscosa6% poliamida6% fibra metalizadaCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 150 º CLim.Seco tetracloroetilenoSe puede usar secadora temperatura reducidaORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en BangladeshVer más']"
218,['CHALECO ACOLCHADO WATER REPELLENT WIND PROTECTION'],"39,95 EUR","22,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% poliésterFORRO100% poliésterRELLENO100% poliésterQue contiene al menos:EXTERIOR50% poliéster reciclado certificado RCSRELLENO100% poliéster reciclado certificado RCSFORRO100% poliéster reciclado certificado RCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para mantener limpias tus chaquetas y abrigos sólo tienes que ventilarlas y pasarles un paño o un cepillo para la ropa. Este proceso es más delicado con los tejidos y además evita el consumo de agua y energía de los procesos de lavado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCNo limpieza en secoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Esta prenda se ha producido en los siguientes orígenes:Hecho en MyanmarHecho en CamboyaVer más']"
219,['JEANS TRF RECTOS TIRO ALTO'],"25,95 EUR","15,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% algodónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para alargar la vida de tus prendas de denim lávalas siempre a bajas temperaturas y del revés, de esta forma ayudamos a preservar los colores, la estructura del tejido y reducimos el consumo de energía.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoSe puede usar secadora temperatura reducidaORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en BangladeshVer más']"
